university_code,university_name,major_code,major_name,subject_group,point,note,year
AGU,Đại Học An Giang,7340101,Quản trị kinh doanh,"A00, A01, D01, C15",23,Điểm thi TN THPT,2021
AGU,Đại Học An Giang,7340115,Marketing,"A00, A01, D01, C15",23,Điểm thi TN THPT,2021
AGU,Đại Học An Giang,7380101,Luật,"A01, D01, C00, C01",23.5,Điểm thi TN THPT,2021
VPSU,Đại Học An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,D01,27.69,Điểm thi TN THPT (đối với nữ) - địa bàn 5 lấy 29.51; địa bàn 6: 26.78; địa bàn 7: 28.69,2021
VPSU,Đại Học An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,A00,27.35,Điểm thi TN THPT (đối với nữ) - địa bàn 5 lấy 28.5; địa bàn 6: 25.68; địa bàn 7: 27.49,2021
VPSU,Đại Học An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,C03,27.2,Điểm thi TN THPT (đối với nữ) - địa bàn 5 lấy 27.94; địa bàn 6: 26.01; địa bàn 7: 27.84,2021
VPSU,Đại Học An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,A01,27.63,Điểm thi TN THPT (đối với nữ) - địa bàn 5 lấy 27.91; địa bàn 6: 27.33; địa bàn 7: 28.14,2021
VPSU,Đại Học An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,D01,25.89,Điểm thi TN THPT (đối với nam) - địa bàn 5 lấy 26.88; địa bàn 6: 24.56; địa bàn 7:26.48,2021
VPSU,Đại Học An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,C03,25.21,Điểm thi TN THPT (đối với nam) - địa bàn 5 lấy 26.53; địa bàn 6: 24.38; địa bàn 7: 26.94; địa bàn 8: 22.41,2021
VPSU,Đại Học An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,A01,26.11,Điểm thi TN THPT (đối với nam) - địa bàn 5 lấy 26.36; địa bàn 6: 24.93; địa bàn 7: 26.9; địa bàn 8: 25.76,2021
VPSU,Đại Học An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,A00,24.86,Điểm thi TN THPT (đối với nam) - địa bàn 5 lấy 25.68; địa bàn 6: 24.01; địa bàn 7: 25.83; địa bàn 8: 23.04,2021
BVU,Đại Học Bà Rịa – Vũng Tàu,7510301,"Công nghệ kỹ thuật điện, điện tử","A00, A01, D01, A02",15,Điểm thi TN THPT,2021
BVU,Đại Học Bà Rịa – Vũng Tàu,7510605,Logistics và Quản lý chuỗi cung ứng,"A00, D01, C00, C01",15,Điểm thi TN THPT,2021
BVU,Đại Học Bà Rịa – Vũng Tàu,7480201,Công nghệ thông tin,"A00, A01, D01, A04",15,Điểm thi TN THPT,2021
BVU,Đại Học Bà Rịa – Vũng Tàu,7340101,Quản trị kinh doanh,"A00, D01, C00, C20",15,Điểm thi TN THPT,2021
BVU,Đại Học Bà Rịa – Vũng Tàu,7310608,Đông phương học,"D01, C00, D15, C20",15,Điểm thi TN THPT,2021
BVU,Đại Học Bà Rịa – Vũng Tàu,7220201,Ngôn ngữ Anh,"A01, D01, D14, D15",15,Điểm thi TN THPT,2021
BVU,Đại Học Bà Rịa – Vũng Tàu,7340301,Kế toán,"A00, D01, C04, A09",15,Điểm thi TN THPT,2021
